Outcome,Treatment,IV1,IV2
0.08291909205903797,0,0,0
4.6343994749009205,1,1,0
6.331668858231224,1,1,0
3.395152858128636,1,0,1
3.014288692944633,1,0,1
5.606209465563077,1,1,1
0.8358543355724426,0,0,0
3.526751277335648,1,0,1
1.449180501541963,0,1,0
1.0927320725613416,0,0,1
5.488861044356872,1,1,0
4.918271256004479,1,1,0
4.526702104341322,1,1,1
-0.5930637856012112,0,0,0
2.4602759426129905,1,1,1
3.3679667072850252,1,0,1
1.16689729264384,0,1,0
0.85530859322669,0,0,1
4.24047795421505,1,1,1
-0.4925407393332187,0,0,0
4.237626695827469,1,1,1
3.5011332213324056,1,0,1
0.5992164342802708,0,0,1
0.9813860475660714,0,0,0
1.4566951938435877,0,0,0
3.959012000420131,1,1,0
-0.16498725141452186,0,0,1
4.770978709952713,1,1,0
3.475734416252607,1,1,0
0.5033766562277505,0,0,0
-0.0804451367049609,0,0,0
3.9189800926151332,1,1,0
4.917389052485232,1,1,0
0.3494595781523424,0,0,0
0.2769270005134473,0,0,0
4.054292802248398,1,0,1
4.171591301137043,1,1,1
5.508735653407207,1,1,0
5.131880697080755,1,1,1
4.826434864671826,1,1,1
0.13935861072951736,0,0,0
4.307663832017816,1,1,0
1.9472074052641297,0,1,0
3.8913231797727925,1,1,1
3.495233046322464,1,1,0
1.092554721771137,0,0,1
1.0480725895724412,0,0,0
1.4030675262513812,0,0,0
0.4057040329143939,0,0,1
2.4548094511953313,0,1,0
0.37777355220131514,0,0,0
0.401975345946486,0,0,0
-0.40377535358892136,0,0,1
5.2767249789820685,1,1,0
2.048750289894539,0,1,0
1.1418998465326258,0,1,0
0.42843336170785185,0,1,0
0.9497258869486811,0,1,1
-0.20770143883743863,0,0,0
0.33249360799271377,0,0,1
1.6564348888476115,0,0,0
5.185925366355303,1,1,1
5.821006303641564,1,1,0
2.185768662295492,0,0,0
1.8726408333981752,0,0,0
1.5208563996637667,0,1,0
4.078866830133365,1,1,0
3.027518531277206,1,0,1
3.170257807346102,1,1,0
-0.0030162412124945526,0,0,0
4.146213777263842,1,0,0
1.8528324311922892,0,0,1
3.864217085180198,1,1,0
1.3618512800426594,0,1,0
4.303575930603715,1,1,0
2.2661521044193575,0,1,1
1.5768611821642264,0,1,0
0.6048286115446948,0,0,1
1.804887338517198,0,1,0
-0.5515380613393899,0,0,0
3.2389792873793537,1,1,0
3.6304273872054207,1,0,0
4.439907362696995,1,1,0
5.3811703034399505,1,1,1
1.689103110207489,0,1,0
3.6991584916564118,1,1,1
3.523160237017157,1,0,1
2.256847642289049,1,1,1
4.291893055814269,1,0,0
1.207650071459264,0,0,0
4.663629195173444,1,1,0
4.608310426794364,1,1,1
5.044312151288885,1,1,0
1.5492784094540422,0,0,1
3.2029076704211037,1,0,0
5.157681203026295,1,1,0
6.79465917001027,1,1,1
3.710820504845058,1,1,0
-0.16905379019728517,0,0,0
0.5181942952946583,0,0,0
3.3719009096745327,1,0,1
1.3824965261411122,0,1,1
5.310551880044832,1,1,1
1.6784930457897214,1,0,1
5.373702656833295,1,1,1
0.4916702895681333,0,0,1
1.8787778953538203,0,1,0
1.6333878869326737,1,1,1
0.20285885651889107,0,0,1
1.4579173852673482,0,0,0
3.167410659414199,1,1,1
0.7511921404777537,0,1,0
2.1723920512643122,0,0,0
2.70371463802055,1,1,1
1.6684972852121978,0,1,1
0.028737823739479307,0,0,0
-0.28366745287736483,0,0,1
2.7580694777494985,1,1,1
0.48995270005076297,0,0,0
3.1753906119487123,1,0,1
-0.28538285358721965,0,0,1
4.310288756287466,1,1,0
4.499701584718313,1,1,1
5.147204237583505,1,1,1
-0.3006613820025289,0,0,0
4.881433357575848,1,1,1
4.3186014410662885,1,0,1
0.22222463401661796,0,0,1
3.998152096020288,1,0,1
0.643475146172749,0,0,1
0.63006728903934,0,0,1
0.7185447216955958,0,1,1
3.660733406666048,1,1,1
3.2118043919802024,1,1,1
4.436276023785776,1,1,1
4.26821758338045,1,1,0
0.9085414225513386,0,0,1
-0.821781318098331,0,0,0
-0.25148416852153366,0,0,0
1.1290377873696347,0,0,1
3.001537901934129,1,0,0
0.3275480858788809,0,0,0
1.0588781947303993,0,0,0
2.470484395641999,1,0,0
1.2266817262907894,0,0,1
0.07488609230390172,0,0,0
2.8308127074439855,1,0,0
2.0036218147982017,1,1,0
2.5613033761410566,0,1,0
1.3173282789409326,0,1,0
2.623724152043429,0,1,0
1.084495295668484,0,0,1
-0.7595043961696539,0,0,0
4.043555786391703,1,0,1
0.03134986747054974,0,0,1
1.1746683339736872,0,0,1
0.7868787341910028,0,1,0
0.6435942453589271,0,0,1
1.2754384127714533,0,0,1
2.8639694341509694,1,0,0
2.4144456457123042,1,1,1
1.283662136107914,0,1,0
0.4025807360474064,0,0,0
2.410647896104037,1,0,0
-0.2321096815012778,0,0,1
4.004682145809452,1,1,0
4.1927951904277485,1,1,1
2.694957669296137,1,1,0
0.6268431485773387,0,0,0
-0.5530765211762507,0,0,0
0.48810358087594063,0,0,1
0.33360859253815744,0,0,0
0.7206140169465538,0,1,0
3.2959566020188396,1,0,1
1.0892893418660787,0,0,0
3.13905190015749,1,1,0
0.08558823103505686,0,0,0
4.454826466287015,1,1,1
4.064864498691021,1,1,0
1.584587943517792,0,0,0
4.170358864965107,1,0,0
-0.2634393156631353,0,0,0
-0.5789386980007384,0,0,0
4.7166056766832725,1,1,1
3.839459447592037,1,1,0
-0.4311093582011007,0,0,1
5.757018698545857,1,1,1
-0.34177813910901866,0,0,1
0.5847960320253998,0,0,0
2.0200683664330503,0,0,0
-0.09044733481634654,0,0,1
3.05249509549509,1,0,0
2.5449695427892,1,0,1
0.06760112875083674,0,0,1
3.5168827492737487,1,1,1
0.655137552968265,0,0,1
3.659554219700068,1,0,0
1.132152384496334,0,1,1
4.576057915726008,1,1,1
5.70937051669871,1,1,1
0.13720027155619258,0,0,0
0.714530578988454,0,0,0
1.007586084837985,0,1,0
4.492482566328003,1,1,0
4.9601408050291225,1,1,0
0.1316541562498838,0,0,1
1.5314757867116402,1,0,1
-0.38005368278221635,0,0,1
4.736654488533051,1,1,0
1.5375584148035208,0,0,0
5.694548439362995,1,1,1
3.611836372954262,1,1,0
1.7981378912975048,0,1,0
1.2323446443133386,0,0,1
0.9268884718490513,0,0,0
2.8524135024935884,1,1,1
1.1930792600992466,0,1,0
3.77225955592459,1,1,1
3.8136705301943934,1,1,1
3.661171473431668,1,1,0
2.846598113744605,0,0,0
0.48677879231545246,0,0,1
-0.7685119797431512,0,0,1
1.8645384667664755,1,1,1
5.31332508004979,1,1,0
0.8205277069937524,0,0,1
2.8875786578345726,0,0,0
0.22591794753890915,0,0,1
-0.4408372789357513,0,0,0
4.248419458734278,1,1,1
1.8188981522666507,1,1,1
0.2076024805708548,0,0,1
2.3540227656905306,0,1,0
-0.5317547142112172,0,0,0
1.1634154224888955,0,0,0
6.52031916374882,1,1,1
3.4237058103260662,1,0,0
4.666687571003864,1,1,0
-0.2769672443303783,0,0,1
5.028521461007133,1,1,0
0.1909925035394746,0,0,0
5.242273254185469,1,1,0
1.9487209749773824,1,0,1
0.21730453082854795,0,0,0
4.598930129188958,1,0,0
0.5638650947186372,0,0,1
2.111517166931943,1,0,1
0.2362509528442678,0,0,1
1.5870483444667896,1,0,1
0.9001307164447688,0,0,1
4.08377251471139,1,1,1
4.535988684867912,1,1,1
6.207800620101214,1,1,0
6.216150771479717,1,1,1
4.8370215651625,1,1,1
5.805436827429929,1,1,0
0.9844700435729042,0,0,0
1.1428433658199675,0,1,0
4.740808946618117,1,1,0
4.6266605593431676,1,1,0
-0.06837888551410132,0,0,1
1.2225317419079018,0,0,1
2.114277712936279,0,1,1
4.087940029236957,1,0,0
5.300967749665882,1,1,0
4.7422535648372,1,1,0
1.9359269793629457,0,0,1
0.25967876811740503,0,0,1
4.325017662205806,1,1,1
5.19537349814474,1,1,0
5.026313997798382,1,1,1
4.5792248622208245,1,1,0
0.07408336962422613,0,0,0
0.025947798981524217,0,0,1
-0.09586991751485957,0,0,0
1.3235513287692113,0,0,0
3.804792423830342,1,0,1
4.294629276901565,1,1,0
1.566603323269908,0,0,1
-0.4820083374869004,0,0,0
4.946587893451861,1,1,0
2.0334496947058347,0,1,0
4.879280257853287,1,1,0
4.084356958862187,1,1,0
-0.6817268917571389,0,0,0
5.005969037528218,1,1,1
3.192671853430727,1,0,1
1.0602267001021748,0,0,1
4.613487037133924,1,1,0
5.12388697086045,1,1,1
0.5938648610880648,0,0,1
4.809953168286686,1,0,1
4.399382646900055,1,1,0
4.325481608259831,1,1,1
4.094818231692714,1,1,0
0.5362181927176701,0,0,1
0.12227044388208902,0,0,0
1.1836361608285697,0,1,0
-0.22939319615014064,0,0,0
5.1256511568885585,1,1,1
-0.19084212301262238,0,0,1
6.011645038271962,1,1,0
-0.5358970677220561,0,0,1
4.792837948600806,1,1,0
4.468215800093487,1,1,1
0.9179044533045441,0,0,0
4.7427638583519975,1,0,1
1.6174438821138786,0,1,0
0.6632021806855347,0,1,0
3.1346404423328305,1,0,1
3.2470421015359423,0,0,0
5.5286969350776065,1,1,1
4.356792813729083,1,1,1
4.825341033650111,1,1,1
0.9026898045673697,0,1,1
3.949069118664754,1,1,1
0.39227268158706263,0,0,1
4.07715305693986,1,1,0
3.024163774903754,1,1,1
0.7904587143601249,0,0,0
1.9261813530850591,0,1,0
4.195066891214268,1,0,0
4.786235550812442,1,1,1
4.2667118360689855,1,1,1
3.209592758643376,1,1,1
0.8897433645339011,0,0,1
0.6377965515853183,0,0,1
3.902012934297633,1,0,1
0.534295799972738,0,1,1
0.5581075079304638,0,0,1
5.140412696821197,1,1,1
-0.3440144846160139,0,0,1
3.380473949974428,1,0,1
3.2291736615485065,1,0,1
0.759025705635008,0,0,0
0.10050386957265428,0,0,1
4.973416057233729,1,1,0
0.09441094318453483,0,0,0
1.0111023456237929,0,0,0
-0.17745583665910125,0,0,1
0.26927797814450366,0,0,1
3.8519883194220492,1,1,0
1.2442777838127754,0,0,1
5.216945315596139,1,1,0
1.4680512989118686,0,1,1
3.55561728514085,1,1,1
3.156993496498534,1,1,1
5.1909024497336915,1,1,0
1.400219758529003,0,0,1
4.613604068585534,1,1,1
3.8987210892970108,0,1,0
5.056465902246432,1,1,1
4.61495097583469,1,1,1
1.6398407523155276,1,0,1
3.268906454684306,1,1,1
0.3772739382862584,0,0,0
1.7981104210705854,0,1,0
1.9294013333344,0,1,1
0.5602327573848014,0,0,0
2.1298316962276855,0,0,1
3.9990262716824323,1,1,0
5.276750295052147,1,1,1
3.1476696303635534,0,0,0
1.2624927650455096,0,0,0
3.4917958461011995,1,1,1
0.9843652991465606,0,1,0
0.7724794326484135,0,0,1
4.895561248621524,1,1,1
4.997486151673298,1,1,1
0.7011647059453295,0,0,1
0.8118682246948853,0,0,1
2.5199157991278613,1,1,1
2.583383505396202,0,0,0
0.7152020429909471,0,0,0
1.2165942075309333,0,0,1
0.9660664353315959,0,0,1
2.1602678508868385,1,1,1
0.621254481551818,0,0,0
1.7572614960164095,0,1,0
0.24200272521860078,0,0,0
3.037005703448923,0,1,0
1.437334534288735,0,1,0
5.203877046044353,1,1,1
0.46968609281511275,0,0,0
5.124661666304721,1,1,1
0.6356978765397153,0,0,1
3.915643438799017,1,1,1
0.4797697973814357,0,0,1
0.5790812075344512,0,0,1
3.779232340552657,1,0,1
3.535107494678335,1,1,0
5.008107955943236,1,1,0
0.09167271960648271,0,0,1
0.6094941789652849,0,0,1
4.22132107149095,1,1,0
0.6074697806714409,0,0,0
4.086420853750722,1,0,1
0.3569414552037829,0,0,1
5.638747071807243,1,1,1
0.2835968705573216,0,0,0
5.715165080021347,1,1,0
0.8762747420624136,0,0,1
2.035500711840461,0,1,0
-0.4471641751743842,0,0,1
2.418596123243053,1,0,1
2.088047210270275,1,1,1
4.822962126115975,1,1,0
3.0560972541316502,1,0,1
4.643877835205812,1,1,0
0.07757848918293339,0,0,1
5.18077693184358,1,1,0
5.381720666943527,1,1,1
0.45023176316392394,0,0,0
1.8306898320183804,0,0,0
3.0093639713153095,1,0,1
1.01017997923975,0,0,1
0.11867544237408775,0,0,1
-0.1516489448669196,0,0,0
2.1548576948708744,1,1,1
1.1609604421408113,0,0,0
5.26196586056858,1,1,0
4.00088773924478,1,1,1
-0.29505563036844334,0,0,0
3.8821294917735054,1,1,1
1.4582673348739177,0,0,0
4.6157746929942665,1,1,1
0.7602777887086962,0,0,1
5.119868638806758,1,1,0
0.29137996179563314,0,0,1
0.41390717550675266,0,0,0
5.212973489276299,1,1,0
3.6444452053188234,1,1,1
0.7695146036449849,0,0,1
1.1030038242125613,0,0,1
1.0326827558425653,0,0,1
4.531863317960388,1,1,0
4.35849742554532,1,1,0
4.568926273831527,1,1,0
1.2031324328663953,0,0,1
5.580341574856242,1,1,0
0.5043050069102945,0,0,0
4.895742924144912,1,1,0
3.8760073251590224,1,1,1
2.596698130398127,0,0,0
0.5356161914916033,0,0,0
5.128467678184209,1,1,1
0.1723145892819683,0,0,1
-0.05501714459492435,0,0,0
0.632402747745533,0,0,1
3.188156781696246,1,0,1
3.2761135650425484,1,0,1
2.988413488385711,1,1,1
2.4370272112637847,1,1,1
4.905512497918576,1,1,1
1.6303774605571417,0,1,0
5.646008166850237,1,1,0
0.3680849047367992,0,0,1
-0.07747808521454991,0,0,0
0.6778581887777357,0,0,0
5.43780636634834,1,1,0
1.4213923244339715,0,1,0
0.6207484197757085,0,0,0
3.735142105731745,1,1,0
1.530614418794085,0,1,0
1.0448626486312294,0,1,1
0.2520089534925529,0,0,0
1.6496828401126733,0,0,0
0.3589585549481653,0,0,1
0.24295054777862324,0,0,1
3.7358656230258966,1,1,0
2.9983497548067697,1,0,0
5.412400831893625,1,1,1
3.566811442060529,1,0,0
5.078853954875588,1,1,1
2.4739961724911494,1,1,1
5.671962329459055,1,1,1
0.11423714676631497,0,0,0
4.2483564966977685,1,1,1
1.2628986394834172,0,0,0
0.5644077044201282,0,0,0
4.1750053955889515,1,1,0
-0.17979234073852812,0,0,0
0.33937637806912474,0,0,1
2.02123503428584,0,1,1
2.3191211814841326,1,1,1
2.2529782789454167,0,1,0
2.6661054924624046,1,0,1
4.336033107068226,1,1,1
4.671764560033246,1,1,1
5.230632545899876,1,1,0
2.825807938414556,0,0,0
4.324082737111065,1,1,1
5.506016085582084,1,1,1
1.3196688569426014,0,0,1
0.6591019102946676,0,0,0
4.2711004740179614,1,1,0
1.6379386110565781,0,1,1
0.38546203425890546,0,0,1
0.826065404208943,0,0,0
2.309997156508407,0,0,0
5.58595519243894,1,1,1
3.672169823178178,1,0,1
5.336850748590342,1,1,1
4.857698863126108,1,1,0
-0.29281733913942193,0,0,1
2.2588696035920353,0,0,0
0.5509769001477047,0,0,0
1.3912589078296402,0,1,0
3.0054335614265613,1,1,1
1.7628732859301917,0,1,1
5.3372536141268725,1,1,1
2.485497282608519,1,1,1
4.154035588311396,1,1,1
3.2959980734278664,1,1,1
4.834013274821686,1,1,1
5.397939542994077,1,1,0
1.0789987169928312,0,1,0
0.5431632833308723,0,0,1
4.016607678568418,1,1,0
0.698889386357867,0,0,1
0.3807834056128884,0,0,1
0.6257088791480836,0,0,0
0.10730674531782558,0,0,1
-0.05633260345776714,0,0,1
0.5529077649840791,0,0,0
0.014911240154209193,0,0,1
0.15316678196313122,0,0,0
2.6401987074072384,1,1,1
5.089947140133223,1,1,0
4.807827870192414,1,1,1
0.36077386577484566,0,0,0
2.441540443623535,0,0,0
4.018776381698014,1,1,1
1.4402167955285832,0,1,0
-0.11622154245365424,0,0,1
5.385294098569198,1,1,1
0.7994955279835964,0,0,1
0.016401338220061734,0,0,0
4.394041307849512,1,1,0
0.6604118208538967,0,0,1
3.4565854077169322,1,1,0
1.1970766410134877,1,0,0
0.5428929621195775,0,0,1
-0.0309546687267504,0,0,0
0.9713099984676545,0,1,0
5.254082782913496,1,1,1
4.413388248404434,1,1,0
2.4242803883471744,0,1,1
-0.7189361112590966,0,0,1
-0.2782251450995685,0,0,1
0.6048411703468661,0,0,1
2.7626165244427967,1,0,0
0.9650718468471986,0,0,0
3.1574039482854657,0,1,0
4.924452861091817,1,1,1
0.6858114320680793,0,0,0
4.2901642671591524,1,1,0
-0.18592748005989268,0,0,0
-0.04117071624784585,0,0,1
3.8720816204795,1,0,1
3.9045169763740746,1,1,0
4.296419008746522,1,1,0
1.036110899104646,0,1,1
0.5062642272633047,0,0,0
-0.010372968455499176,0,0,1
0.02042523718543343,0,0,0
0.47641216490354393,0,0,0
0.6204939491307783,0,0,0
2.6387708114088078,0,1,1
4.179312190288665,1,1,1
0.6108623176649746,0,0,1
0.8656408648093482,0,0,0
0.5055943122257867,0,0,1
0.5179221945633316,0,0,1
0.7039978994763715,0,0,1
5.327477160655144,1,1,1
4.655441663733933,1,1,0
-0.7335674214348358,0,0,1
2.700976268297151,0,0,0
5.520613768327876,1,1,0
4.190869838788002,1,1,1
3.7719428760543043,1,0,1
4.488833863275525,1,1,1
0.564583465212995,0,0,1
1.0685822807942817,0,0,0
-0.21505905679253873,0,0,0
0.7791169210880876,0,0,0
4.7708983011640065,1,1,0
0.2028948427362378,0,0,1
3.752380150731448,1,1,1
1.930869872690528,0,1,0
0.9649495954900413,0,0,1
1.6011769576116204,0,1,0
4.460024028193724,1,1,0
5.071004863129456,1,1,1
0.22923274088706697,0,0,1
1.1223679267359463,0,0,1
5.0381166024778326,1,1,0
5.8529788288521205,1,1,1
2.070875209275753,0,0,0
-0.07380914884284251,0,0,1
3.356160289782259,0,1,0
4.189157147773209,1,1,0
1.2198068147327394,0,1,0
0.17112489677690312,0,0,1
-0.858188975006364,0,0,0
0.3569997498023305,0,1,1
1.0775762594198284,0,0,1
-1.0862122585089218,0,0,0
5.4675564677458555,1,1,1
1.9728636095204288,0,1,0
4.187448267969088,1,1,0
-0.32741842619581557,0,0,1
0.3735660167830265,0,0,0
4.866014232580895,1,0,1
1.0544134196425787,0,0,0
1.1511186248363934,0,0,0
1.9412513383990846,0,1,0
0.5749263791379996,0,0,0
5.331594520440921,1,1,1
4.6780219536883845,1,1,0
0.13363407691990842,0,0,0
0.8550750582581643,0,0,1
3.5172955754167967,1,1,1
3.9437863363502488,1,0,1
4.663002701051521,1,1,1
4.597155776600431,1,1,1
5.001882304665642,1,1,1
1.1427625776844181,0,1,0
-0.08142714324397882,0,0,1
-0.48387040865050346,0,0,0
3.886606969519658,1,1,0
5.777222155673839,1,1,1
4.034019714880282,1,1,0
4.580585916879762,1,1,1
0.32133780203006734,0,0,0
5.428208164881644,1,1,0
4.772302665694028,1,1,1
4.658592029984834,1,1,0
5.0513012582716,1,1,0
0.9325307184296796,0,0,1
-0.6245428202808532,0,0,0
0.48183371312403633,0,0,0
3.895351997433057,1,1,1
-0.2853425057107869,0,0,1
1.2170908176443658,0,1,0
2.2413344651357985,0,1,1
2.036325321076384,1,0,1
3.8097361352670847,1,1,1
0.4246937022052649,0,0,0
1.0570353540884736,0,0,0
0.4500971611200465,0,0,1
1.0898975662141193,1,0,1
1.5129724437848382,0,1,0
4.25322965415339,1,1,0
-0.05656082792328576,0,0,0
4.117636712237017,1,1,0
-0.6650590555293939,0,0,1
0.17779576107651798,0,0,0
3.8933079530386703,1,1,0
1.4668029637874376,0,0,0
3.7155379942171063,1,1,0
3.9809781563676774,1,1,0
0.5497111336072431,0,0,0
2.620900160608704,0,0,0
0.37588885835599267,0,0,0
5.012910282513207,1,1,1
4.372207656742166,1,1,0
0.1010199620962558,0,0,0
2.7063463755107264,1,1,1
4.333553914392956,1,1,0
5.677581916788191,1,1,1
1.5446255912055094,0,1,0
4.915589104458964,1,1,1
3.5000555023196886,1,1,1
3.035606432569168,1,0,1
0.26372664576330984,0,0,1
1.0151678249010416,0,0,0
0.7602709806176942,0,0,0
0.4228427823739566,0,0,1
3.0907883669615037,1,1,1
3.679958243411712,1,1,0
0.9650813195234043,0,0,0
0.3912750821374232,0,0,1
4.432622696410292,1,0,1
0.7560599278933824,0,0,1
6.175587808514035,1,1,0
4.393830939001931,1,1,0
1.506954924606386,0,1,0
6.078123670409047,1,1,0
5.316948856005254,1,1,1
0.5789053055275274,0,0,0
5.0598932357718,1,1,0
0.542000775615241,0,0,0
0.6007159481805273,0,0,1
5.0248852892186555,1,1,1
0.49764454807591685,0,0,0
0.03142227739534448,0,0,0
4.921193840600895,1,1,1
4.665711204707542,1,1,0
4.709884311464867,1,1,0
1.5468305266086269,0,1,0
2.149467430572997,0,0,0
4.6198029669368115,1,1,0
4.753003690972362,1,1,1
4.203857108309465,1,0,0
1.114386417764578,0,0,0
-0.19345019419288934,0,0,0
4.212905848255336,1,1,1
4.892422382445174,1,1,1
0.6858122256184507,0,0,0
4.022444394723871,1,0,0
0.5910583230506555,0,0,1
0.5927013151422638,0,0,1
6.143580552736257,1,1,0
4.651856172535934,1,1,1
1.6307854593927809,0,1,0
3.8936383072870275,1,0,0
0.20197144830986738,0,0,1
1.344511894688084,0,0,0
0.10111825146773357,0,0,1
0.5592041036633608,0,0,0
0.5362287116882549,0,0,0
4.184888729050563,1,1,0
1.3537812300937309,0,0,0
5.2020292315608785,1,1,0
5.717717722768956,1,1,0
4.962289775729824,1,1,0
-0.7223935382635186,0,0,1
3.3103639737215955,1,1,1
4.947375843342057,1,1,0
1.4129573566625797,0,1,1
1.9431351896890348,0,1,1
5.545426586477246,1,1,1
1.2153377393821825,0,0,0
0.518221684450854,0,0,0
0.48915411556064703,0,0,0
0.4028330481944964,0,0,1
1.9826839214300997,0,0,0
0.9494335535257372,0,0,1
0.8973441317350639,0,1,0
2.0835219343234312,1,1,1
0.1743597515173011,0,0,0
0.633078581864604,0,0,0
3.8295624724099575,1,1,1
-0.08009757319175642,0,0,1
0.13609134424769614,0,0,0
4.44395229658555,1,1,1
0.1436872479003059,0,0,1
1.6540775132375654,0,1,0
2.6077224851798286,0,1,1
0.04127895571826712,0,0,0
-0.5462377309043481,0,0,1
5.013491949007474,1,1,1
2.217331973842824,0,1,0
3.2906437420244687,1,0,1
4.194876381269371,1,1,0
0.06968207956363132,0,0,0
0.850375725161804,0,0,0
0.8527300773782946,0,0,1
4.407167500046172,1,1,1
-0.4446223456915505,0,0,1
4.367900210053065,1,1,0
4.436917772895969,1,1,1
3.79909898542054,1,1,1
3.856385213784272,1,1,0
6.699834802036478,1,1,0
6.24313269016832,1,1,0
1.2262487062212017,0,0,0
0.7461954835137973,0,0,1
2.3658466986795146,0,1,0
3.6985373266158907,1,1,1
0.9186336461696974,0,0,1
1.129255166887741,0,1,1
3.8898141808340077,1,1,1
0.3537940320189953,0,0,0
3.5411731736144945,1,0,1
0.519724140993122,0,0,1
5.459742062328761,1,1,1
0.13358642833304007,0,0,1
5.023113106643253,1,1,1
0.31136661037699515,0,0,1
0.15087265152254517,0,0,1
0.7774894808939565,0,0,0
0.21247790945477235,0,0,0
0.5605824572793394,0,0,0
1.9665772566334556,0,1,0
2.4098009747668456,1,0,1
-0.22391814805565474,0,0,0
1.4021321162367433,0,1,0
-0.7780447925778284,0,0,1
0.9728332663067103,0,0,1
5.3137600251452906,1,1,1
1.292957899707956,0,0,0
1.8679907519373806,0,0,1
3.798850792643049,1,1,0
-0.04492120952196765,0,0,0
6.176572164652526,1,1,1
-0.2560078834509526,0,0,0
1.0052422509733185,0,0,0
5.044604657224598,1,1,1
1.8041242653633374,0,1,0
-0.018846413425059494,0,0,0
4.2264804181379585,1,1,0
3.9562757355684637,1,1,0
5.586568929249162,1,1,0
2.645642193448343,0,1,1
0.4663202625002532,0,0,1
2.6050800056833863,1,1,1
0.857691635363949,0,0,0
-0.14240648184061228,0,0,0
2.415375101792672,0,0,0
2.0535476749013695,0,0,0
1.045216257874444,0,0,1
0.07545846197041728,0,0,1
5.586392295701534,1,1,0
5.765762303569105,1,1,0
1.1548363362374472,0,0,0
1.6548249093521048,0,1,1
3.044601429430762,0,0,0
0.03622272548530081,0,0,1
2.3673158356746433,0,0,0
0.0021447950727522813,0,0,1
2.0443154187014616,0,0,0
1.4078963693823843,0,1,0
2.4081249672188667,1,1,1
4.438733219912986,1,0,1
5.955939289776898,1,1,1
0.45936296297030355,0,0,0
-0.4132846100198585,0,0,0
1.5625349015952859,0,0,0
3.253127231901683,1,1,0
3.034891565511444,1,1,0
0.6497933472154624,0,0,0
2.992393707379013,1,0,0
4.746248751642566,1,0,0
2.1756014024294723,0,1,0
1.405173179838251,0,1,1
-0.2317832223919563,0,0,0
2.7823326338284007,1,1,1
0.34515557731327645,0,0,0
4.679742737896424,1,1,0
1.7146150866294547,0,1,1
2.5808222363641202,0,1,0
4.433214469288544,1,1,0
2.169029503436901,0,0,0
4.666747627452183,1,0,0
-0.4441557626148429,0,0,0
3.9487334152716858,1,1,0
3.3080706528361805,1,1,0
0.30422926304086295,0,0,1
3.0317907460366174,1,1,1
1.7116019670991272,0,1,0
0.46404470959402283,0,0,0
2.634249428191224,1,0,1
4.631101534901522,1,1,0
4.361231489487219,1,1,1
0.734796393053879,0,0,0
-0.022899243024074867,0,0,1
1.1682700000181327,0,0,0
4.309063372947392,1,1,1
0.708642731514703,0,0,0
5.064432226813391,1,1,1
0.03428803641655365,0,0,1
4.165154882616825,1,1,1
5.060871621002575,1,1,1
0.09149605581988612,0,0,1
0.3550687561965979,0,0,0
0.9826260770568511,0,0,0
1.341002716426215,0,1,1
1.8879575790131704,0,1,0
3.9179676078865464,1,1,1
3.796261185256577,1,1,1
1.057604801155283,0,0,0
1.4268232879137446,0,0,0
1.8033518432191646,1,1,1
1.2564834842256505,0,0,1
1.3540729694133353,0,0,0
3.6859999603683615,1,1,0
-0.01110165216605652,0,0,1
2.876496585256018,1,0,1
4.10199139274162,1,0,0
1.0897606315257946,0,0,1
0.3402068300070503,0,0,1
3.187363593098682,1,0,1
3.1592004811207914,1,0,1
2.5483851315606785,1,0,1
0.20153523897263864,0,0,1
6.167424138439708,1,1,0
0.8274503645358768,0,1,0
0.6182034038909502,0,0,0
1.2355066874570917,0,1,1
3.8804976679321346,1,1,0
1.3928539952192451,0,1,1
3.4448544357184305,1,1,1
4.7235699828561275,1,1,0
3.8524602934982792,1,1,0
0.925106226986963,0,0,1
1.544225361373889,0,1,1
0.8581880640699096,0,0,1
2.821600687329929,0,1,0
1.4379407475282913,0,1,1
2.157405415449906,0,0,0
4.301638259033586,1,1,1
0.31016762431896705,0,0,0
0.28998345556692684,0,0,1
0.21615322445141247,0,0,0
5.36156405002502,1,1,0
3.7879383838226435,1,1,1
5.896451148773343,1,1,1
1.3213133573804865,0,0,0
2.3495701460211014,0,1,0
2.6580970398895367,1,1,1
3.1124043632689355,1,0,1
4.428256768111618,1,1,1
2.02525423399895,0,1,1
-0.05360605046232614,0,0,1
4.269656843159622,1,1,1
2.2092510706118174,0,0,0
-0.22088924387076592,0,0,0
5.039311528556934,1,1,0
5.420527359331056,1,1,0
2.550336310116602,1,1,0
4.334419285219228,1,1,0
0.8312108485603098,0,0,0
2.19513579041768,1,1,1
0.20446552559905376,0,0,1
6.402173762970851,1,1,1
6.255210170170332,1,1,0
1.348632324575514,0,0,1
2.5858330424934337,0,1,0
4.028713543618988,1,1,1
5.795419734865257,1,1,0
4.430745972193545,1,1,0
0.14584765593398485,0,0,1
3.643597026181361,1,0,0
4.379577239066222,1,1,1
3.7063985540954314,1,0,0
1.7516930999735765,0,1,0
1.2369198468301605,0,1,1
0.21944834072556674,0,0,0
0.03738821532519038,0,0,1
4.104991025620703,1,1,1
-0.09831858757834888,0,0,1
-0.48205255634245536,0,0,1
4.522995845211175,1,1,1
0.09388850339052271,0,0,0
0.5282374136536514,0,0,1
0.43924798276989585,0,0,1
0.8266178646913622,0,0,0
3.2349727709734175,1,1,1
0.7733559789494364,0,0,1
