Treatment,Outcome,IV1,IV2,,
0.447109565,2.330629199,0.09458255,0.297792856,,
2.633033238,4.186126552,2.102178898,0.09353739,,
2.367066476,4.83604294,1.606276216,0.514930179,,
3.66299928,4.109084311,0.729945014,0.519980038,,
3.878879468,5.382577937,2.059517161,1.017400198,,
3.896251414,5.098746968,2.688287489,1.020373272,,
7.022119676,7.527060671,1.042581261,2.747586351,,
20.37594928,27.78046457,16.55568073,2.097462881,,
4.519998313,6.398033972,4.04799457,0.021696817,,
1.743675435,2.08836739,0.245830537,0.004921862,,
0.434998534,0.466135383,0.086345655,0.009470019,,
3.810487569,4.389837201,1.337109409,0.053206276,,
1.812480431,2.793615035,1.350287128,0.096890249,,
9.972029393,10.68514032,1.527791281,6.769958634,,
8.102325105,11.48974692,7.175601123,0.109322274,,
3.466435295,4.861330991,2.871309798,0.040892687,,
1.394559621,1.479261026,2.288560729,0.042370863,,
0.293149322,1.736106072,0.058336222,0.004431213,,
1.581101787,2.643984811,1.373829618,0.011216511,,
1.380413463,2.543743558,1.010803968,0.010955505,,
1.79338717,2.538903472,0.956599406,0.010516209,,
2.537016549,2.777088883,0.214530509,1.797189853,,
2.194601843,2.563649932,0.762314473,0.628325221,,
19.80540577,25.4662378,12.4217235,4.105226801,,
9.702253608,11.54981777,3.809002948,4.535259173,,
1.917343468,2.271829012,0.087492086,1.127063616,,
3.254424689,6.174554831,2.904270306,0.121818552,,
2.340983298,3.113313127,0.986453831,0.565555915,,
4.96231115,6.306124444,2.371309107,2.125798152,,
6.368427185,6.875695335,1.100156411,2.749633686,,
2.446239251,3.371125868,0.441972419,0.018601741,,
4.785671731,6.615142551,4.603961722,4.26E-06,,
7.705729558,8.527641814,10.6802733,0.731632835,,
5.905262624,6.49184698,1.534021552,3.329005473,,
12.13590573,17.43853699,6.014505418,4.393655079,,
2.461074895,2.876429484,1.912274067,0.458372951,,
1.302978109,1.783290462,0.340745062,0.352611586,,
2.136918892,4.006448743,0.548656232,1.586025468,,
6.036696976,6.933252446,1.795365207,3.909525542,,
10.93303995,11.80615752,2.439987356,4.421348368,,
0.814900233,1.674570514,0.355369082,0.018075019,,
1.482220104,7.604244164,0.446373642,0.716162763,,
0.997523338,1.218330561,1.386679009,0.049670576,,
3.279787494,4.231724817,1.923864042,0.233971845,,
10.42989903,14.42699283,9.346825011,0.26766359,,
4.298363227,5.926001355,3.41490319,0.749450566,,
3.615280324,4.188990839,1.567667027,0.115691189,,
5.933602067,6.286382109,0.542395229,4.63640204,,
7.035167422,7.222268872,1.720218491,4.831783196,,
4.640502578,6.132238232,5.049341913,1.213191546,,
2.016446672,2.287032497,0.628901755,0.754672156,,
3.555615403,4.487420525,2.866194748,0.905238161,,
1.774444054,2.267962921,1.686845354,0.012117799,,
27.43751961,38.40622197,23.6805009,1.05690649,,
1.211156414,2.219810983,0.762195125,0.25560244,,
3.472577494,3.822336002,2.060512291,0.142741196,,
7.533137419,7.901905369,1.539550472,5.152440247,,
8.799177486,11.30952076,4.401711191,0.017467922,,
1.858390618,2.351289031,1.668631422,0.317249875,,
4.361082019,8.44683456,0.84302069,2.995002098,,
1.519368383,1.543776406,0.496452363,0.779465956,,
6.513572258,8.820677149,3.45426852,2.5188517,,
2.618025567,4.400633882,0.047495894,2.222375778,,
4.191312242,4.619723665,1.491515094,0.841700336,,
3.999046363,5.270805988,4.413957607,0.269368575,,
3.626736653,3.982769309,0.578055207,2.462131176,,
4.278299517,7.027567412,2.8836533,1.161808252,,
1.272347325,3.889943627,0.001604339,0.65476992,,
0.743446204,1.043704337,0.658336434,0.047923827,,
3.937112487,5.293389285,2.935318911,0.388859317,,
11.68918061,16.16002518,9.571938366,0.592571135,,
6.094389633,9.140383363,5.44256484,0.22096965,,
2.360995407,3.224211927,0.339178705,1.497285017,,
1.455942896,1.91228275,0.205443216,0.305040687,,
17.82700587,23.32198138,11.69129346,4.359502613,,
3.616006124,4.565315394,1.744461633,1.572046061,,
1.114202859,1.634419941,1.170627537,0.001901614,,
0.623522378,1.018270503,0.553223871,0.002779907,,
1.713610727,2.439135694,0.435381225,0.898696105,,
4.06762258,5.797224019,1.510460374,0.382799916,,
1.321146923,1.486791672,0.263349632,0.46008233,,
6.258648108,7.206069137,2.179911119,2.571918235,,
10.88228861,14.26818346,2.859654524,3.180671865,,
7.149149721,7.717597218,11.26649674,0.260584282,,
2.5968371,2.979643131,0.587981924,1.708092158,,
4.478672212,6.099127049,4.105512627,0.24365453,,
3.179060593,3.240008968,0.658381296,1.513060817,,
10.53744463,12.37095091,1.053017662,8.107900109,,
2.679770397,3.093727892,1.356741976,0.25461677,,
2.649159612,2.950416079,0.03806656,2.295786147,,
2.636572737,2.64932886,0.180959136,2.178563356,,
4.629735753,5.850628195,0.615532823,0.682999836,,
5.461347751,6.560758945,0.015941735,4.535086947,,
1.718436691,2.023164173,0.235813736,1.082616337,,
1.990450702,2.840604087,1.452796742,0.854113765,,
0.887380224,1.329134559,0.852511903,1.28E-07,,
0.791368237,1.112857276,0.909138354,0.003760683,,
2.845660579,3.211776869,0.8144444,0.429487091,,
1.733268785,1.806022858,0.164615017,1.236959183,,
10.58042147,13.77454482,11.54154938,2.42E-06,,
3.042538685,3.44057954,2.818863698,0.425092597,,
5.938587429,10.89261685,5.616189462,0.050000788,,
3.359834288,4.35236935,0.272225002,2.608198314,,
2.015876129,2.212283867,0.485173458,1.24517776,,
3.611393242,3.665168592,4.503975943,0.001752259,,
3.484144226,3.737076788,1.054836489,1.028067747,,
4.232251929,4.735106163,0.563724001,1.844471354,,
16.84533494,21.56203748,11.751429,3.496432479,,
2.664395471,2.904339905,2.877387552,0.515780497,,
6.851095165,9.026835744,4.722246994,1.395408547,,
1.743509874,2.449118778,1.459629121,0.167666421,,
2.315341411,2.411603243,3.097591546,0.012400565,,
1.219561607,1.65616965,0.711311687,0.350175976,,
1.08108886,1.533430844,0.397109819,0.256254699,,
0.300094316,3.419556356,0.274242397,0.009364361,,
7.746910127,9.085284207,3.363031285,3.848553081,,
0.578501051,3.453699092,0.690473725,0.010795788,,
1.895767225,2.332664153,1.392934413,0.493391759,,
10.36967618,12.16646714,5.610478893,4.412071378,,
2.328163926,5.056332052,1.698146176,0.182512299,,
2.534955413,3.572067193,0.484314672,0.001107037,,
7.903495302,12.2357439,3.174212199,3.742891584,,
1.812874042,2.454937865,1.502167279,0.152283234,,
1.491315774,1.94995532,0.348000254,0.86306663,,
1.682666435,2.15082353,1.409548786,0.437953081,,
2.081975437,2.217000304,0.42006072,1.49855215,,
2.403351201,2.829049613,0.088812305,0.355384212,,
2.582094413,3.054036157,0.488826824,0.012048411,,
1.736531808,1.915498288,0.326116732,1.012241304,,
7.802765273,10.80600321,7.494341745,0.029686142,,
1.575707678,2.017471314,1.140468536,0.286156414,,
4.117958944,4.878504781,1.662971802,0.076374095,,
2.025841153,2.1267057,0.025537849,0.623307008,,
3.735424817,5.121578475,3.231804955,0.426755274,,
3.763111827,5.918623869,2.923913989,0.059003515,,
0.883547736,1.482158357,0.864784549,0.008104636,,
5.281951379,6.464005663,1.870795851,2.644144018,,
9.668879438,13.3892394,7.014864246,0.55174993,,
1.234480205,1.955097431,0.902201327,0.00192804,,
7.661731313,9.651278293,4.762498471,1.607377929,,
1.849115011,4.367392913,2.250219144,0.282671623,,
6.657362092,12.22686441,5.495434151,0.160673227,,
5.473435093,7.911440569,4.7870914,0.107724338,,
2.496265995,3.57865339,2.380867033,0.001395795,,
2.364983132,2.565263922,1.816663815,0.688487663,,
2.011371556,2.514783745,0.880835038,0.662273489,,
6.700299001,7.12978033,0.469952853,4.492139048,,
4.064156894,6.353951783,3.113479651,0.443847222,,
5.30238533,5.662438692,0.231356862,3.548507556,,
12.72377528,15.93302835,7.240562056,4.032662307,,
12.43881656,14.52654574,2.309280776,8.634905778,,
0.874404222,0.90309773,0.158332479,0.563054283,,
6.32986236,8.913903959,3.4163399,2.208872247,,
3.829959906,4.491196462,4.031313187,0.281026836,,
4.437348407,5.620378019,1.327683311,2.326724136,,
1.868939023,2.307498968,1.298597446,0.120839993,,
5.242284172,7.53035648,1.122013422,2.734320621,,
1.630162789,2.249096489,1.32493975,0.069720557,,
2.132328826,3.275696278,1.284175286,1.193776342,,
1.211179924,1.213260089,0.360066068,0.884768759,,
3.542010323,4.955745799,3.354822744,0.00980691,,
6.472778709,8.162992631,6.107828122,0.919567194,,
1.922841487,2.526114514,0.99922095,0.454018897,,
7.252365205,7.964494761,1.55619436,3.594458353,,
5.265450354,6.962302817,2.933335698,2.040266574,,
2.499527703,3.362155131,1.739876815,0.181644233,,
2.106561922,2.780552515,1.548852107,0.312159578,,
6.81341966,7.552609823,0.272862228,3.11364063,,
1.787269201,4.48855358,0.304967026,0.015037065,,
6.760382962,8.524636203,3.429298974,0.02601363,,
5.684719576,7.905425663,2.260076749,3.069111412,,
2.6714275,3.149289255,0.350260029,2.013672028,,
6.937846128,8.738644002,2.933943365,3.399372045,,
2.249642175,4.532978609,1.546561723,0.823101671,,
13.20193881,16.95250234,8.066501781,0.058044703,,
1.30398251,1.349539395,0.221218439,0.235475168,,
1.760345798,2.335779329,0.104033763,1.445995578,,
8.304616614,8.877004375,0.394065976,5.946832266,,
3.861539572,3.924886299,2.979490904,1.889187757,,
2.564471808,3.304925053,1.772780135,0.61392349,,
6.034091335,8.264059828,5.04041363,0.175740587,,
6.799145006,10.47134064,5.469528296,0.631736496,,
3.375870884,3.411958207,0.055642968,2.850575463,,
0.314225845,1.192225762,0.236958853,0.053427893,,
11.23872876,13.07855909,4.490319413,5.526787125,,
5.910746794,7.740143886,4.010462364,0.682515233,,
7.993016048,11.08541132,7.445705297,0.119216387,,
0.707089911,1.083189181,0.500306588,0.163456159,,
4.484778679,5.884987306,1.581020145,2.404845034,,
0.762948131,1.182401704,0.389702338,0.331636782,,
0.619358516,0.664725805,0.378862775,0.167061822,,
11.16152248,16.07583821,9.341601449,0.61064621,,
2.044141278,2.064984499,0.083529939,0.00016332,,
2.055706305,4.218829686,1.848679591,0.002382936,,
2.312021094,2.71385273,0.6821773,1.131551655,,
3.638013807,4.932534409,2.491316133,0.573991025,,
10.88866893,15.63912335,7.405469384,1.646550623,,
8.875343759,11.05290161,13.37458808,0.138138986,,
0.595586408,1.01505051,0.885678876,0.006688601,,
4.825985036,6.08695726,3.441041217,0.229749252,,
7.197439481,7.762377598,1.937728983,4.809672249,,
1.661027561,1.717545868,0.113541558,1.313059635,,
0.84542421,2.840295005,0.743208245,0.112764108,,
1.042669824,1.381507104,1.207543968,0.011984545,,
4.888485147,6.894067499,4.599919483,0.136540145,,
6.179947631,6.996417086,1.664962408,3.518207343,,
2.022859354,2.526081687,0.688323522,1.409816637,,
5.278810152,8.998647055,0.143057267,2.278418487,,
1.022970736,1.569762692,0.541286548,0.137330392,,
3.05546271,3.769312912,0.622278421,1.147080288,,
3.486869313,4.420683871,1.955567051,1.059845891,,
3.08078309,3.870742583,1.83680758,1.008190619,,
12.21373136,19.12961534,9.000022696,0.004354761,,
3.278681344,4.38459845,1.98661689,1.361882181,,
3.356350133,5.372076218,3.528398313,0.520705956,,
9.820770606,11.43947323,4.521581455,5.177302657,,
4.129408721,5.051235181,4.403056321,0.504780186,,
2.345815018,2.361473724,0.467563484,1.779758452,,
8.909692592,9.355470053,2.008462729,0.889672812,,
9.877191276,11.28957357,3.186430974,5.3117388,,
23.30001061,32.63626067,19.49537145,1.121872057,,
3.39144164,4.482146334,3.356559138,0.213012522,,
3.302045656,4.320551511,3.729638856,0.210631081,,
1.123803931,1.155554444,0.882747109,0.425123561,,
2.937205985,4.18458826,2.816008894,0.243815767,,
4.107895971,6.134686813,3.559185062,0.067205214,,
4.024044716,5.504580425,2.799585552,0.21378387,,
0.701644381,0.765076683,0.284750259,0.280645617,,
7.2118502,7.599695614,0.873165191,4.108178953,,
1.753506379,3.121293507,0.658548621,0.60266453,,
0.915868738,1.046898717,1.202698017,0.16177722,,
1.270053182,1.385922987,1.370891014,0.158754795,,
3.975796383,5.39287312,0.633907516,0.420203422,,
3.434384084,4.156334341,1.134646006,1.835049169,,
5.503267403,7.336374131,0.617902764,4.08982833,,
0.611062135,0.78458082,0.572110096,0.012795831,,
2.526724678,3.513316789,1.476571857,0.529266502,,
2.997400973,3.235278868,1.067738998,0.002808598,,
1.668275458,2.048258134,1.030685571,0.609218523,,
0.85496923,1.107535684,0.84941051,0.048115294,,
1.104899246,2.148088964,0.869979692,0.000282229,,
6.862541106,9.392596716,5.595248003,1.271573128,,
4.428621471,4.961379397,1.295809437,2.32874873,,
1.407730554,1.881975984,0.697388917,0.258179813,,
9.657056273,9.994355004,0.716804061,7.020227155,,
6.322864116,8.384816552,4.447830866,1.217617013,,
5.079195294,6.504091171,2.911159956,1.050424119,,
2.375598948,2.941755787,2.081147369,0.408460688,,
1.868828989,3.135315812,1.401748458,0.504905727,,
2.507995753,3.002884413,2.303973348,0.601013052,,
8.140035216,10.90799396,6.129434541,1.360346443,,
2.572822874,3.256278115,3.077371291,0.046628682,,
1.598467108,1.631501156,2.472737575,0.025143205,,
2.021315916,2.231753448,1.934683236,0.668567963,,
2.420040264,2.792472423,0.60966739,1.531968052,,
5.247852209,6.285608609,3.054326486,0.961861946,,
3.035991147,3.838997757,1.352742821,0.087230744,,
2.02238483,2.64002648,0.040485706,1.022048055,,
2.028408147,2.437990769,0.900584477,0.237387103,,
3.538658709,5.521691958,2.663145357,0.40533919,,
7.338753072,11.47314649,1.884559922,3.923486997,,
17.3508873,27.22648709,14.26368465,1.470333115,,
3.338797895,4.226599341,0.602640541,0.102021154,,
1.039513027,1.30330909,0.424215972,0.378809809,,
2.115378961,3.074027563,1.129486711,0.155317176,,
0.64324319,0.833474388,0.413889159,0.08662379,,
12.90040615,17.89417391,10.58883535,0.573455343,,
4.044305211,5.617362394,2.759017642,0.630874426,,
1.044296156,1.2562097,0.473977939,0.456189322,,
1.615243414,1.70115753,0.030480275,0.199584553,,
8.429823496,10.5305735,1.78336642,5.720160213,,
0.518601819,0.871016907,0.309408426,0.049733457,,
2.182196096,3.405172427,1.63844917,0.129906108,,
1.588932932,3.814982782,0.638294997,0.976972901,,
4.753241777,6.837883901,4.273101367,0.224543617,,
0.831213542,1.743556964,0.135456639,0.046857925,,
1.205751858,1.577869015,0.487575521,0.563953674,,
12.51752431,17.10367511,10.92789205,0.132813861,,
4.960626816,6.074609952,1.469146004,2.934678324,,
3.817944948,4.886434275,2.012675539,0.266177302,,
1.650885669,1.95122856,0.133476688,1.269328137,,
9.432973579,9.738826888,0.293867956,7.542345563,,
3.80580446,4.083570311,2.181526862,0.540325128,,
2.750964506,5.49420584,1.884345055,0.206193452,,
2.76168099,3.214040846,4.133361211,0.242519779,,
1.066492958,1.177164005,0.241139401,0.028336075,,
2.818961689,4.369338506,2.082212141,0.001833842,,
0.987787106,1.813247325,1.544457397,0.008562901,,
0.535481895,0.636446963,0.135230616,0.31596642,,
12.1980431,15.87179214,8.903293593,0.584466044,,
0.311211341,0.400438182,0.50731072,0.016720512,,
2.822252757,3.549068662,1.312430155,0.989096232,,
0.152957731,0.40032406,0.029382778,0.081916222,,
9.503479341,12.62710908,6.865577942,1.802970918,,
0.07341957,2.474042143,0.052689473,0.036376235,,
6.682936617,7.876126273,4.045454036,2.368003535,,
13.55670243,13.83053579,0.503314728,7.800880183,,
0.746528947,1.027132158,0.326803412,0.231888304,,
14.32559012,15.2443125,2.914265593,10.01535979,,
13.95411297,14.9711721,2.10783377,8.003202839,,
3.351371096,4.844696409,0.683464132,1.992346677,,
3.795618772,7.084054811,2.280215852,0.744246017,,
2.430883976,3.136282325,0.091171665,1.545865197,,
8.322730698,15.44102504,8.218522238,0.18427319,,
6.623302997,7.886462703,1.44054857,2.953262314,,
9.239466094,10.69871053,1.11499158,6.391318912,,
6.725569012,9.843925756,5.684076668,0.346971359,,
3.113853686,3.759430817,1.367176705,1.460736593,,
4.803842853,7.108642829,5.246817268,0.001062905,,
2.115790292,2.976361389,1.486643321,0.162440659,,
4.047150333,4.164483055,1.5233345,1.113126069,,
4.657177807,6.480116709,4.00754335,0.104107745,,
2.622802674,3.944854229,1.890846774,0.624985743,,
10.30824511,14.05717972,9.272063104,0.443710581,,
0.38875568,0.400077577,0.051993483,1.93E-08,,
3.826664862,4.428671218,1.706992701,1.972546928,,
3.527875424,4.686406656,0.069917901,2.642202785,,
1.979994966,2.089521291,0.112377167,0.53186249,,
2.857360234,7.676901934,0.805794154,1.602698286,,
2.627668905,2.764220535,0.227479318,2.007561275,,
4.384332093,4.756746603,0.361719857,0.000521009,,
3.78483763,5.355525645,2.939955368,0.442263952,,
4.992142428,5.059066994,0.415630246,2.466315694,,
5.354412431,6.32281148,1.350501038,3.398160267,,
6.026099788,7.082633855,0.209411005,5.133371124,,
3.058082444,3.520781977,0.373757538,1.526936501,,
5.372428241,6.441495829,1.441279125,1.879440209,,
5.299134594,5.579960214,1.44407709,3.781632458,,
2.99929471,3.468837431,1.770538949,1.281773007,,
3.179456047,4.003838376,0.267455929,2.502350282,,
4.094460287,6.016443352,3.770037932,0.094959127,,
6.330034492,7.787999479,3.312646964,1.678851195,,
0.441619447,0.703099063,0.479382645,0.001530722,,
12.36725624,17.74743924,10.65597334,0.00011487,,
3.880606871,4.995415599,2.423489991,0.000716677,,
2.613115869,2.988080835,2.265569221,0.2754038,,
5.009272693,5.18928342,0.36383849,0.506897428,,
3.601978285,4.390104716,3.325055688,0.028908577,,
7.30682947,9.991026901,6.30909857,0.510585733,,
1.31623079,3.181935693,0.458602581,0.004287631,,
3.783799791,4.510344185,1.070410874,2.231595723,,
0.252937061,0.929148844,0.151519478,0.0101415,,
2.549537403,4.949165927,2.763431222,0.000118759,,
1.832856145,3.145844649,1.000633814,1.087102188,,
2.867747742,4.265696044,2.517706285,0.056507911,,
5.728274531,5.769943264,0.892406384,4.571377163,,
10.6857919,13.43980194,7.162216321,2.866027908,,
2.874108405,2.973030658,1.183712367,0.1004262,,
1.002115557,2.580420947,0.092114909,0.034630652,,
2.056566226,2.089714014,3.204199598,0.119004326,,
0.646393646,0.850265431,0.891212949,0.013326154,,
5.790778712,7.103697229,2.924087736,2.27594702,,
2.419467834,3.646161201,1.520520335,0.024681954,,
1.926596825,2.544849646,0.846021423,0.303862282,,
4.092221483,5.160379505,3.400302926,1.337779874,,
5.206763909,6.285108381,1.763522613,2.787371313,,
1.339242257,1.878971349,0.963980218,0.176141857,,
2.283233343,5.954857113,1.152289056,0.547577075,,
3.729073845,4.823130614,2.092727784,1.619743125,,
1.606765133,3.229211774,0.687292237,0.414008104,,
5.729097816,8.344516025,6.43877246,0.054107095,,
1.232460203,1.511426512,0.449837349,0.185820059,,
4.20205595,4.435593203,1.476909169,0.081381077,,
3.650060613,5.508000201,2.003445312,0.422467952,,
0.556421375,0.907019376,0.22153215,0.205700204,,
4.367652919,4.686616245,1.613131511,0.329372953,,
0.905802042,1.148948657,0.115079731,0.026423222,,
3.378948232,4.372507347,0.783147132,2.128418216,,
1.202530258,1.320987792,0.480160751,0.51034767,,
3.296654888,4.185644204,2.089553359,0.000874154,,
4.348883104,6.312512179,2.720864669,0.007383553,,
4.784036425,6.34969463,0.003324771,1.732213787,,
3.999799333,4.114716475,1.326949081,2.251678467,,
1.159599301,1.257803174,0.985395412,0.063354102,,
1.271779016,2.52771153,0.330518129,0.103502533,,
0.337233041,1.881710086,0.237138041,9.78E-08,,
1.547524786,2.406002527,0.240603136,0.116311315,,
1.75830098,2.681182707,0.271120482,0.35638511,,
3.417190385,5.124758896,2.94805016,0.002183339,,
1.212370101,1.966602432,0.321057703,0.109735177,,
2.94428506,3.639778542,0.080719858,2.484751401,,
4.885955491,6.613442656,3.930846049,0.522416279,,
4.757299669,4.960414987,7.657776699,0.273314283,,
5.365994161,7.314323861,4.751621216,0.039177654,,
10.39373428,11.23846375,1.894228551,7.338859669,,
2.726048195,6.536434303,2.331990195,0.128811891,,
2.562744062,3.311047608,2.221081067,0.147481968,,
10.24854549,12.45652225,9.932742546,1.900643736,,
8.235827836,11.59535201,5.456099196,1.678685925,,
2.393516732,4.496257318,2.092841632,0.292049799,,
8.59153677,10.74183212,6.069188463,0.941973769,,
1.595424778,1.631338984,0.580839628,1.092748339,,
3.732449546,5.54270194,2.094087385,1.082121677,,
6.974302234,9.376418905,7.570799845,0.05200274,,
2.487035948,3.751538782,1.198634785,1.393385255,,
2.390030679,6.081859099,2.038638828,0.212689436,,
0.665589514,0.883521518,0.112674764,0.526192051,,
4.206975719,6.490950281,3.524942745,0.122236831,,
12.09524162,15.8693337,13.02096858,0.007946113,,
4.192093461,5.516324227,1.773887301,0.738472106,,
9.313639789,10.18029986,1.328015086,6.155715902,,
1.799191702,2.001787967,1.669225652,0.49272798,,
7.438417853,9.003218971,3.109156295,0.229056375,,
2.737375776,3.343632684,2.069476979,0.735559295,,
9.257715229,9.445319117,0.394489127,7.565998647,,
3.428590094,5.015280446,2.952888055,0.258377755,,
2.538733289,5.89963751,0.125942275,1.682419464,,
5.191057022,6.824321254,0.932159583,3.275648151,,
7.017752809,9.981388481,5.307044197,1.027013865,,
0.994409414,2.726230307,1.044542291,0.000237272,,
2.836869947,3.341980058,1.703367806,1.168265572,,
10.30334954,10.48551499,6.970850978,2.303210222,,
1.946173466,2.16710032,0.213779807,1.41323835,,
2.272395813,2.649100177,0.440294051,0.955903417,,
3.150788135,3.704814409,0.451189065,1.887954004,,
0.854133867,2.44591111,0.127030694,0.289245766,,
1.654438282,3.157979797,0.577402742,0.180889623,,
7.30037621,8.914424055,5.182538209,1.53413264,,
4.751353782,4.92903312,0.449681923,2.37090739,,
5.05729892,7.455262765,3.03621702,2.654836521,,
0.81341991,2.961192998,0.854429098,0.047517026,,
3.937887972,5.371004309,1.449260298,1.395124354,,
5.242935543,5.726920973,0.792497293,4.198592534,,
2.034411209,2.274887861,1.16393385,1.014017147,,
2.088933185,2.696281631,0.104602582,1.536897342,,
4.732405576,7.223939555,2.239147671,1.576373154,,
5.021452553,7.277725262,4.48742589,0.017381458,,
10.50599466,14.55066615,8.865891478,0.657263422,,
2.202933198,2.658983692,1.018052966,1.09886766,,
3.642215044,4.516393317,2.956121042,1.17393429,,
6.503989422,9.776515923,5.337899208,0.517678581,,
1.114487463,1.138312317,0.015708651,0.37885788,,
2.431642573,3.678689584,0.28832022,1.90146854,,
4.338311911,4.781045713,0.834590192,3.010012166,,
6.034789675,6.497072802,0.869240473,4.624896297,,
3.918675327,4.399022036,4.216993069,0.033824928,,
2.673912211,2.700399582,4.54940507,0.157062439,,
4.275131955,6.693181279,3.861058022,0.006543063,,
4.684682489,7.421060162,3.252954568,1.069385972,,
4.490741203,4.702103071,0.019067429,0.220509704,,
5.625311347,8.555476022,2.987887829,2.014266878,,
2.36650084,3.879217764,0.946693124,0.215493145,,
25.14584034,29.86331309,8.034046135,13.48616531,,
3.816275206,4.200872537,1.098337847,2.68771139,,
3.484305692,4.945214254,4.033435254,0.018852804,,
2.552101652,3.619198226,0.576979336,1.666067788,,
0.435877787,0.440220286,0.086348187,0.208683106,,
5.848649483,7.838214564,1.619352016,3.391636061,,
1.344711879,2.09380642,0.31968605,0.052183983,,
2.12794534,3.620854227,0.31710576,1.572211055,,
1.345123671,1.64576942,0.64498497,0.468164773,,
1.798709127,2.242036893,2.147566638,0.084928799,,
2.30099291,2.53912311,1.157306496,0.538811303,,
12.74680703,17.48488672,9.999197803,1.336960903,,
3.097345377,4.027373085,1.979551851,0.413098848,,
0.760305592,2.745083224,0.679724877,0.003356607,,
0.87517518,0.943281454,0.138285132,0.220720863,,
3.734894375,4.07960054,0.958633845,1.005778293,,
14.63430374,20.25067558,12.31543166,0.279526505,,
12.32952883,17.07892573,9.824240963,0.520422563,,
1.879966656,3.056812981,0.106138354,0.105557648,,
2.665848535,2.674750238,0.483064019,1.093222999,,
0.828227629,1.201169714,0.466955821,0.243129381,,
2.507605642,7.360046587,1.802094359,0.295263213,,
4.96807781,7.163407252,4.468736921,0.301933437,,
5.203886822,5.863643933,1.127068488,3.638456199,,
6.005144933,8.355893781,4.171843392,1.115413865,,
1.545225479,1.876955189,0.612381345,0.078342462,,
8.187511307,8.376643864,0.254031183,6.729653237,,
4.075987034,14.62109639,2.940369757,0.034989887,,
0.833447723,1.151837619,0.435629297,0.412466471,,
1.264694039,1.592369082,0.727990867,0.081949742,,
5.076245074,6.574488093,2.671531478,1.807815718,,
2.899204314,6.50113043,2.606988096,0.085465521,,
8.950166813,10.67844102,3.613378271,4.247984142,,
57.26191779,80.87867785,51.53001548,0.032680561,,
4.282163471,6.691176435,2.952897236,0.086871642,,
1.413124661,1.957808501,1.43255483,0.1517166,,
9.813892561,14.24994798,8.321591751,0.113554521,,
10.13550439,14.36602609,9.069452869,0.02172109,,
1.784433053,2.894702304,0.75282739,0.418375818,,
7.999426492,9.747652189,3.806948259,2.257772134,,
1.40781641,1.788752119,1.037571521,0.174145084,,
6.428284349,7.282949667,2.003066531,3.317924024,,
5.371134504,7.496583411,4.768745325,0.081539966,,
2.163375575,2.411344135,2.358238459,0.005013903,,
9.492302823,10.16055674,1.14275426,6.669359841,,
2.631908768,2.719259424,0.824561496,0.708861552,,
1.909747845,3.329082617,1.246454937,0.161962526,,
5.71249865,6.428833468,2.15674552,3.094351273,,
19.60299109,20.29538909,0.994765812,15.98129063,,
1.072302035,1.791997262,0.613469502,0.218028582,,
1.763598844,2.192310786,0.97541,0.499489337,,
6.072303998,6.411086505,1.630362158,3.470005284,,
2.328446281,2.466778482,1.075580283,1.458491857,,
1.899656657,2.274176887,0.959165021,0.729764204,,
2.468234948,3.757074772,0.102266799,2.039295749,,
3.154797826,4.477884964,2.161748342,0.117941559,,
4.393246559,6.272183199,3.029250644,0.835577787,,
5.867770803,7.748292573,1.801307504,0.97725366,,
1.291781722,1.649814763,0.629769811,0.521797918,,
0.862527646,1.200815427,0.501302365,0.347877793,,
2.279458235,2.886871076,1.831016912,0.277509148,,
5.312170156,6.356087491,2.167433776,1.777769201,,
1.58647434,1.833070692,0.647258977,0.548958082,,
18.11698396,24.69225193,14.77961086,0.009646867,,
2.285336807,3.217982777,2.046595121,0.002015557,,
9.597283527,11.86854433,3.60184517,2.835865385,,
3.016432478,4.322387727,2.449441371,0.21832898,,
4.821744078,5.39583154,3.009167636,2.334877794,,
11.04649513,15.71022989,9.26557601,0.480650702,,
10.79391564,13.77468336,7.666610388,2.417689758,,
0.719829808,1.016282383,0.421336132,3.47E-05,,
3.280959914,4.886547064,2.927388589,1.146222402,,
2.498574079,3.509854415,0.102292491,1.54266125,,
19.05372678,26.65841408,16.30269129,0.729579265,,
3.122462332,3.656101915,1.537301283,1.242616508,,
10.25272695,11.79152377,1.646266315,6.314114837,,
6.562095453,8.115654123,2.656998193,3.113646936,,
9.281724375,9.991544306,0.863113031,7.19232823,,
0.356182489,1.018701812,0.568277872,0.019772767,,
3.223481414,3.308556578,0.168436468,2.616278258,,
6.643799156,6.881128064,0.541956916,4.911555536,,
1.126715083,2.421887824,0.432635786,0.377047241,,
1.627563655,1.97851346,1.122272007,0.244688112,,
4.935522529,5.203422086,0.848006179,0.328879153,,
2.142068796,2.281715229,1.430477333,0.053965143,,
2.976153345,3.907576982,2.072044373,0.616170253,,
4.573563361,8.994356273,4.403926984,0.441855533,,
1.613175155,2.029338911,1.675074505,0.169156185,,
7.393770571,9.776227083,5.199621598,1.44053123,,
5.87035689,6.686599775,1.821050813,3.540706091,,
2.999330542,6.738978405,0.694702949,1.948867344,,
0.746920983,0.991319454,0.712625948,0.000350467,,
0.442814333,0.571705716,0.530454928,0.030278119,,
2.028983186,2.825276111,2.62234605,0.383971554,,
8.780543977,9.487440029,1.129536007,6.482975188,,
