Treatment,Outcome,IV1,IV2,,,
-2.877676852,-4.431045944,-0.954232251,0.052036898,,,
0.279669079,2.611678171,-1.058248096,-0.04309212,,,
-2.349283804,-3.370998268,-0.774487356,-0.021676928,,,
-3.249443111,-4.395398957,-2.369623308,-0.053457238,,,
-1.616113747,-4.245001574,-0.140252725,0.548159039,,,
-1.465707117,-1.31238819,-1.618072778,0.311378592,,,
-2.341150189,-2.674536599,0.402955012,-0.673342179,,,
-2.600450372,-2.934711268,-2.944857366,-0.30368781,,,
-0.500118616,0.296975847,-2.011336576,0.517289758,,,
-0.224432956,-0.328456747,0.014173066,0.257328377,,,
-1.468278521,-3.871821388,-0.458115258,0.037443639,,,
-1.919849195,-2.43259739,-2.179581621,-0.314757396,,,
-0.986229727,-1.110187518,-0.765020936,0.619444768,,,
-2.801927864,-2.24823326,-2.776259613,-0.959536052,,,
0.19516619,0.47640298,-0.819673279,0.43240082,,,
-5.95683134,-6.472176422,-4.971608414,-0.320991843,,,
1.422273496,2.414939079,-0.386208658,0.170727679,,,
-1.562509158,-3.80761339,-0.523581219,0.32005854,,,
2.201183616,4.158270089,0.680221135,-0.053986948,,,
-2.302409697,-3.056661591,-0.560742999,0.099344641,,,
-0.836165413,-0.498481209,-1.150300713,-0.539812081,,,
-0.942945687,-2.563130126,0.293923217,0.945747949,,,
-1.55689346,-2.526184253,-1.134653579,-0.794288578,,,
0.909486195,2.297921378,-0.353319016,0.509661715,,,
-1.778236175,-4.501484424,-0.147261058,-0.554750382,,,
-1.024155971,-1.984176881,-0.331281342,-0.321275124,,,
-0.764128726,-2.568830805,0.256014437,-0.242984295,,,
-5.040375625,-4.493454921,-3.272060015,-0.74932123,,,
-2.416701553,-3.577107022,-1.582122137,-0.553610375,,,
-2.092463814,-3.927307164,-1.0476876,0.416024698,,,
-2.506041364,-4.064987978,-0.961494388,-0.18666932,,,
-1.671777736,-1.145148522,-2.201534155,-0.492749881,,,
-2.579796514,-4.479361352,-0.797185547,-0.252134158,,,
-3.151390236,-3.093722873,-0.995538383,-0.527522461,,,
0.092534181,2.110148513,-0.493111152,-0.07155828,,,
-1.106764721,-1.019718801,-2.139295028,0.588068415,,,
-0.938166753,0.301065309,-0.511799464,-0.608272974,,,
-0.274900231,-1.020985845,-0.33858222,0.604135913,,,
-1.299015288,-2.962247166,0.478165225,-0.069380932,,,
-0.230853147,1.414313926,-1.523061488,0.613641958,,,
1.66798547,3.771976904,-0.229265678,0.670428082,,,
1.58059248,3.162839679,-0.466359083,-0.05595739,,,
-2.221877661,-3.843540315,-0.523832097,-0.820936089,,,
-2.077850259,-2.808114404,-0.386099524,0.210269255,,,
0.291625363,0.937565356,-0.981717516,-0.108188596,,,
-4.243473056,-5.00801426,-3.071285941,-0.699044426,,,
-2.169501466,-2.817450196,-0.735526152,-0.448360236,,,
-1.505974258,-2.644279384,-0.531266871,0.616806207,,,
-2.637081472,-4.291163592,-1.845848617,0.41840234,,,
0.032489217,1.109722941,-0.263918582,-0.363047717,,,
-2.876180834,-5.236101293,-0.923367547,0.75762019,,,
1.827148112,3.086993908,-0.339292433,0.54150882,,,
1.073150828,3.453014481,-0.505714252,0.523965365,,,
0.45057804,2.358887809,-1.081945715,-0.886247332,,,
-0.971595906,-1.958384485,-1.027939387,-0.381390356,,,
-2.160203486,-3.123526324,-1.087008273,-0.070446351,,,
3.225356216,5.282094263,0.488903859,0.849869736,,,
2.177030169,3.991348084,0.222613498,0.903075808,,,
2.679283113,3.218358923,0.678747506,0.994457983,,,
3.244976461,5.347143278,0.515351642,0.61375651,,,
-1.901200541,-1.363380402,-2.373751654,0.996169851,,,
1.63469267,3.898479149,0.303770108,-0.31918614,,,
-1.25091722,-1.71099607,-1.415845712,0.849391204,,,
-2.37259456,-2.759679163,-2.137741791,-0.524807538,,,
-1.158594995,-0.771966759,-1.834617728,-0.075905395,,,
2.101442427,4.223303886,0.529809514,0.371827297,,,
-3.831136731,-5.129868899,-1.747148846,-0.694684399,,,
-2.124410112,-2.662993648,-0.31245931,0.077465345,,,
-3.375286402,-3.192922575,-1.759394178,-0.611096658,,,
3.113468734,4.947197059,0.627422996,0.096564227,,,
-2.34936798,-2.708337057,-1.962535857,0.830718002,,,
-3.092782277,-5.558189533,-1.101952109,-0.997897325,,,
-2.723532662,-4.0522519,-0.433943826,-0.330966253,,,
-3.206706448,-4.207423928,-1.196274098,-0.740222121,,,
0.93247286,2.286854084,-0.58832329,0.984368739,,,
-1.560240519,-2.703322393,-0.700668638,0.162153384,,,
-0.14985727,-1.492562853,0.312561264,0.334628026,,,
-2.127640553,-3.060801271,-0.636839081,-0.082530629,,,
-6.82989912,-7.032934764,-5.831842286,-0.38348808,,,
-2.660163708,-2.688305236,-1.932298175,0.534268434,,,
-2.847194345,-2.725767687,-2.53586112,0.133003661,,,
-2.793247542,-3.657814347,-3.31655933,-0.433333393,,,
-0.545304402,0.198920419,-0.945823774,-0.501644405,,,
-2.630998357,-2.254971455,-2.857711159,-0.354603735,,,
-2.319584324,-3.058384743,-3.524915903,0.482123971,,,
-1.605473407,-0.925862104,-1.270047713,-0.072614027,,,
-1.069941054,-0.840328171,-1.557271838,0.657149261,,,
-2.455911865,-2.434791474,-1.851308053,0.023430513,,,
0.566956191,2.031177484,-0.445723258,-0.477477092,,,
-0.686969435,0.662840188,-0.606681597,-0.341214297,,,
0.791607373,2.677707921,-0.833516741,-0.66985673,,,
-2.40633689,-3.600633865,0.227822158,-0.339722992,,,
-1.116824041,-2.700141615,-0.21752917,-0.278033272,,,
-0.286901137,-0.76976752,-0.451520055,0.462283607,,,
-0.191828762,0.33158943,-1.786680643,0.109610681,,,
-0.722068742,-0.771719019,-2.263414723,0.726494629,,,
-2.893904559,-5.453535232,-1.153881133,-0.842672927,,,
-2.485424971,-1.606973952,-2.858436983,-0.1736695,,,
0.448955975,1.680858883,-1.019197466,0.277368518,,,
-0.398726984,0.885214292,-0.892624606,-0.922780265,,,
1.693437151,3.716907998,-0.34579983,-0.373850784,,,
1.35340221,1.504794195,-0.810972694,0.961246473,,,
-2.162586886,-3.696225397,-1.517776879,-0.288358467,,,
0.036959759,1.149811555,-0.880425888,0.349432769,,,
2.367036267,4.646190708,0.353376592,-0.693308326,,,
-4.514109689,-4.792313763,-3.36213667,-0.235695061,,,
-0.26209053,0.824771305,-0.933859474,-0.702376655,,,
-2.521400817,-1.266129456,-2.482070093,-0.637254721,,,
-2.966561771,-4.83033378,-0.308440433,-0.521596053,,,
2.259204151,3.872289409,0.474814178,-0.731945185,,,
0.945435093,2.190642421,-0.749666127,0.692678343,,,
-2.972763791,-3.770323186,-0.812748297,-0.294806275,,,
0.599792699,0.926767223,-0.481287798,-0.887248851,,,
-2.853578542,-4.691521067,0.118741894,-0.714233921,,,
-0.489473735,0.223592998,-0.863159451,-0.331263888,,,
-0.789971057,-0.028496993,-1.962312298,0.768755971,,,
-2.716592613,-3.168616738,-2.78204583,-0.541399227,,,
-1.13741085,-2.205894101,-1.343610262,0.978527781,,,
-1.238393118,-2.666068846,-0.368989409,-0.36885208,,,
-0.062982014,-0.487402629,-1.32619428,0.609408896,,,
-2.346557119,-4.140964396,-0.80839009,-0.669527419,,,
-0.351027466,-0.750068448,-1.643115165,0.586597717,,,
-2.15429982,-1.349983553,-1.852434408,-0.635871077,,,
0.872567334,2.433122155,-0.38659262,-0.694537496,,,
-6.647767976,-6.652804288,-6.190353844,0.300723104,,,
-2.330420892,-2.380259599,-1.092053609,-0.637230555,,,
-0.545726548,-1.774452693,-0.896232046,0.893446832,,,
-3.780469295,-4.953878691,-0.971707153,-0.591610512,,,
0.692309228,2.678142218,-0.018285759,0.603325669,,,
-1.682508048,-0.636245895,-1.449670669,-0.291715464,,,
-2.990920139,-3.779908863,-0.528094541,-0.965953286,,,
-1.190394217,-0.917875494,-1.627129022,-0.182536853,,,
-2.428398742,-5.242970649,0.673353869,-0.697474216,,,
-0.162400571,1.372352947,-0.094744173,-0.8122406,,,
-2.149446386,-2.638235192,-0.298410071,0.26628049,,,
-1.813715647,-2.456910074,-2.029374871,-0.151528658,,,
1.333648954,3.716104234,-1.251872054,0.760646925,,,
-3.048056484,-3.468562282,-1.662069677,-0.137605491,,,
1.579796765,2.81684492,-0.171555218,0.723321494,,,
-1.100031306,-3.25802726,0.332350018,-0.135863534,,,
-2.584693356,-3.83198218,-0.913001757,-0.283593628,,,
-1.538266888,-0.849255912,-2.039269365,0.511359279,,,
0.465143733,0.962512237,-1.637704412,0.897769804,,,
-1.233252795,-0.132087822,-1.209032747,-0.92474747,,,
-0.916408593,-1.836042158,-1.277335918,0.759103435,,,
1.006210846,2.860262047,-1.355185688,0.999181967,,,
-2.466979534,-1.732063571,-2.558779495,0.633730489,,,
-2.24506895,-4.166960055,-1.086237062,0.836351631,,,
1.921857705,3.295686087,0.638109905,-0.124142452,,,
-3.058414726,-3.203308021,-0.697210927,-0.74273296,,,
-1.020804537,-1.300327196,-2.204884059,0.896174993,,,
0.264507598,0.944427626,-0.162575537,-0.506906482,,,
-2.241089972,-3.686611978,-0.489502732,-0.557084296,,,
-0.293141114,-2.097698565,-0.220084365,0.791949164,,,
-0.952936482,-1.769629577,-1.735409058,0.420139195,,,
1.055686616,3.099649965,0.600803938,-0.262590093,,,
0.138328672,0.713823376,-1.4342112,0.325227919,,,
-0.437436811,0.227392462,-0.928390019,-0.72970384,,,
1.319283647,1.554772408,0.005564219,0.733451471,,,
-0.00705168,-1.246103797,-0.091615734,0.976527345,,,
-3.584787587,-4.273456038,-1.125711518,-0.823545617,,,
-4.095186863,-3.614609872,-4.276105078,-0.478188138,,,
1.679401182,4.362147626,-0.767943345,-0.105249905,,,
-5.708065553,-5.312717075,-5.138947821,0.21270315,,,
0.681271652,-0.367819508,-0.172510042,0.617964886,,,
-2.13385742,-4.50675945,-0.82042566,0.657547348,,,
0.544132993,-2.120370463,0.876449393,0.727476856,,,
-3.012199783,-3.058530251,-1.922735084,-0.801152335,,,
-0.977947745,-0.25150758,-1.06672978,-0.723248472,,,
-0.666953795,-1.098784926,0.21228179,-0.372521035,,,
-1.244858795,0.073138317,-0.584588494,-0.826322542,,,
-1.163764191,-2.233905849,-1.853944279,0.438744267,,,
-3.325579051,-4.649041443,-0.544084021,-0.581234156,,,
-1.19786163,-3.719770949,-0.255017604,-0.075590791,,,
1.938147643,3.824538642,-0.340348565,-0.059212215,,,
1.354945166,3.235871916,0.33584996,0.055881212,,,
3.12631141,4.513049809,0.385088424,0.716695211,,,
-1.236937102,-2.270862449,0.496305804,-0.115748727,,,
1.561543673,3.80571931,-0.43360259,0.940204818,,,
-1.70822235,-3.566621179,-0.266352313,-0.462945517,,,
-2.94643748,-3.65802983,-2.612394466,0.675614777,,,
-3.148907748,-3.371347338,-0.968308395,-0.116816036,,,
-1.319630599,-3.034126982,-0.468649113,0.393090983,,,
-2.666959236,-2.140397203,-1.871965106,-0.840738985,,,
-1.183629359,-2.846325845,-0.459869138,-0.348152796,,,
-2.449085088,-3.4266369,-0.803834208,-0.247795522,,,
-2.228949391,-2.970263807,-1.545793734,-0.480790011,,,
0.090459127,-0.086843807,-0.582202186,0.998864692,,,
0.610428285,2.062396743,-1.259656761,-0.045387967,,,
0.759674624,2.908131379,-0.644852051,-0.209151748,,,
-2.928380099,-3.075844324,-1.40861599,0.306425545,,,
-0.707749718,-0.413649381,-0.856118176,-0.710544056,,,
-2.075406009,-1.949096285,-1.199151173,-0.888907956,,,
-0.565093339,-0.141859308,-1.090734118,-0.494865585,,,
-2.186371379,-4.41628817,0.286306061,-0.851057559,,,
-0.268191472,0.894006788,-0.664195898,0.570025556,,,
-2.31523832,-3.617258704,-1.071067334,-0.660624842,,,
-2.439499239,-1.623319193,-1.930474162,-0.857323125,,,
-2.277088301,-3.980315374,-0.618732056,0.694382189,,,
0.652146504,0.227149517,0.042336492,0.972745224,,,
-0.788776781,-0.875254365,-1.964061737,-0.44559978,,,
1.249020387,2.527097212,-0.157693277,0.6622286,,,
-1.698447423,-2.220036102,-2.435500081,0.798581458,,,
-2.649294735,-4.996846091,-0.159161253,0.015226622,,,
-0.865300166,-1.089993555,-0.782784922,0.185931738,,,
0.615105754,1.17995986,-0.550165244,-0.311947305,,,
-3.393614803,-3.43634561,-1.756559326,-0.274571671,,,
-0.600280373,0.743287786,-1.475504201,-0.614272915,,,
2.506132039,4.080708918,0.540015904,0.162606443,,,
-1.310937115,-3.274319182,-0.07208094,-0.161728538,,,
-0.106302737,0.504274626,-0.025462306,0.052380873,,,
-3.259860617,-3.792601813,-1.889360733,-0.43738642,,,
-6.538249997,-7.474627612,-5.513185357,-0.79768122,,,
-2.951511425,-3.01976487,-2.69553067,0.362171488,,,
-0.963045701,-1.553018703,-1.08143809,0.102938472,,,
-1.029823627,-2.746770231,0.285190028,0.256184661,,,
-2.267597236,-4.250856601,-1.142641205,-0.832673294,,,
-2.577124159,-4.054864953,0.088509041,0.10622787,,,
-1.918143875,-0.576192086,-1.449066241,-0.126810586,,,
1.562620184,2.046808769,-0.326148069,0.362089034,,,
-0.058650589,-0.34192854,-1.503032086,0.197020715,,,
-2.868912702,-2.542448984,-1.894934619,-0.083860495,,,
-0.984304812,0.104874866,-0.307545089,-0.830798096,,,
0.920364117,1.339486223,0.509010128,-0.82846932,,,
-0.949975739,-2.247418689,0.198963319,0.696922404,,,
1.151024802,1.659080437,0.079435459,0.504576166,,,
-0.895065037,-0.43580039,-0.768351545,-0.843884921,,,
-1.687631065,-1.81593471,-1.699988804,0.807425557,,,
0.833049241,2.17984901,-0.233352371,-0.356980142,,,
-4.910236131,-5.510901682,-5.776535871,0.556093857,,,
1.704260153,3.082769637,-0.644084261,0.467909739,,,
-3.086270196,-3.908527949,-4.64037697,0.617652805,,,
-2.656504204,-3.716745461,-0.321067288,-0.855820687,,,
1.127101681,2.074717945,-0.697580434,0.245689778,,,
0.368828459,1.75914603,0.108115567,-0.871994867,,,
-2.190835852,-4.335796262,-1.062549501,-0.15015202,,,
-1.755913772,-2.397081584,-1.458862225,0.359350739,,,
-2.322822662,-2.644767462,-1.623906618,-0.171789753,,,
-0.059816754,1.212887524,-1.542854517,0.952762804,,,
-1.02684636,0.105465749,-1.668999327,-0.109095532,,,
-1.023245763,-1.770244312,-0.576117461,0.435967196,,,
0.581495332,2.618892845,-0.20578962,0.183992303,,,
-4.545413693,-4.871758742,-4.355485751,0.27950654,,,
1.273692265,2.225795857,-0.241402162,0.619395466,,,
2.77642403,4.273079935,0.596168482,0.859964964,,,
-3.042357715,-3.364553073,-1.553938662,-0.095252831,,,
-1.077307292,-0.027698594,-2.14828793,0.276894622,,,
-0.207743907,0.694891323,-0.774251935,-0.070392088,,,
-2.296152673,-3.52678642,-1.443987882,0.098439941,,,
-2.482576462,-3.626814704,-1.606868397,0.739641866,,,
-0.669101207,-1.663780912,0.447921517,-0.108931636,,,
-1.968802346,-2.694091279,-0.832594205,-0.396561663,,,
-1.602490062,-4.478681129,-0.327437728,-0.250628838,,,
-1.118919403,0.336001685,-1.623178509,0.121188618,,,
-0.901162769,-0.193996687,-1.220895392,0.062426798,,,
-0.226113528,0.790305008,-1.750610908,0.42344542,,,
-2.693460603,-3.952411464,-0.823532006,0.273355268,,,
-3.332285538,-2.94043502,-2.475570545,0.395140266,,,
-2.081474648,-1.420839688,-2.961137004,0.776988912,,,
2.330921338,4.251407926,-0.764971238,0.955942015,,,
1.384778567,2.515939278,0.109278767,-0.111021173,,,
-2.163575419,-4.363514292,-1.207598137,-0.33766942,,,
1.947867433,4.004861375,-0.427321378,0.220161863,,,
0.956765665,1.297786011,-0.520417955,-0.167239912,,,
-1.838427453,-1.565358086,-2.563971132,-0.232706165,,,
0.245123845,-1.226342546,0.119488013,0.528764587,,,
1.170876378,3.622274665,0.298019036,0.332137939,,,
1.093056439,2.106709052,-0.399878649,-0.634205392,,,
-1.364046898,-1.394679393,-1.849689366,-0.238722582,,,
-3.113599393,-4.872935164,-1.305148972,-0.377437809,,,
-3.068485117,-2.145271817,-2.880667232,-0.683334678,,,
-2.072830041,-3.718820826,0.611022032,-0.750515406,,,
-0.565436006,-0.142947678,-0.9098275,-0.173651253,,,
-3.425113653,-4.285980515,-1.268344258,-0.131740607,,,
-2.400099374,-3.925041001,-1.045135883,-0.523217366,,,
-2.267479519,-2.163826076,-1.785553245,-0.659367698,,,
-1.529260396,-3.215456731,-0.862375195,0.356528673,,,
1.860472058,4.006767638,0.240202135,0.64599012,,,
-2.473447737,-3.501413055,-0.180250328,-0.308073358,,,
0.309628956,0.667026304,-0.546592974,-0.759618463,,,
1.67316209,3.453711816,0.351129578,0.257280931,,,
-0.666271534,0.47394098,-1.077104091,-0.274276754,,,
0.453744235,-0.065919462,-0.792316837,-0.070165254,,,
-0.655458457,-1.676243283,-0.292614308,0.520243539,,,
-2.407645428,-2.246921061,-1.126882926,0.04577691,,,
2.154993221,3.256199241,0.061459677,0.300438197,,,
-1.436692364,-1.763888832,-1.876401906,0.874826178,,,
1.423283576,2.542061627,0.228756111,-0.074900699,,,
-1.510623169,-0.528307367,-1.483748408,0.358243979,,,
-1.135610941,-2.025546668,0.021216612,-0.383360749,,,
-2.254802666,-3.379138667,-0.177317477,0.082181729,,,
-1.376882922,-0.105498457,-2.122306815,0.953745068,,,
1.621236989,2.697870494,-0.537480812,0.904296622,,,
0.468858326,-0.015553772,-0.643622445,-0.229385948,,,
-3.135680374,-5.868936345,-0.827230479,-0.860214674,,,
-2.95937923,-2.670054257,-2.781197796,0.038983717,,,
-2.784822534,-2.359631195,-2.910165801,0.129759779,,,
2.032564343,4.975079702,0.133937552,-0.833424037,,,
-0.981172337,-1.990632882,-0.181640381,0.494657642,,,
-1.826930419,-3.965259756,-0.358382266,-0.524607154,,,
-1.597458823,-3.239818446,0.220466759,-0.596710344,,,
2.244472322,3.476283453,0.748031601,0.208135639,,,
-0.742832922,-0.222899073,-1.118689021,0.391894691,,,
0.205019781,2.536609559,-1.185295855,-0.711681663,,,
3.475010966,5.175244338,0.358876469,0.520255318,,,
-0.360880258,0.799771016,-0.549981767,-0.562421111,,,
-2.002691818,-4.005119063,-0.374008486,-0.043926354,,,
-2.778211804,-2.597529172,-2.187964045,0.639321748,,,
-3.933989937,-3.315101996,-2.787137695,0.034220912,,,
-2.796815212,-5.589162942,0.341218059,-0.528260944,,,
-1.043838764,-1.25605063,-1.65569035,0.669571452,,,
-1.157982035,-2.127361482,0.067411222,0.865315042,,,
0.275245114,1.816765534,-1.02631893,0.422522601,,,
0.278522827,0.51498855,-1.142760573,-0.175991259,,,
0.583771837,1.906833889,0.088312979,0.18479776,,,
0.855399705,1.831085491,0.246903894,-0.535639635,,,
-0.750327984,-1.286038978,0.045744969,0.036225282,,,
-1.867238915,-2.95725816,-0.771850291,0.750721686,,,
1.58969822,3.007002478,-1.051372002,0.544589547,,,
-3.792941352,-3.321535613,-3.124110735,-0.195625487,,,
2.085377811,3.476660173,-0.782460333,0.857829397,,,
-3.458238195,-4.054198005,-2.109720931,-0.493888707,,,
-1.757033087,-1.84977048,-0.730841199,-0.682557321,,,
-2.207194642,-3.315678251,-0.404186063,0.136719833,,,
-0.452178274,-1.886275123,-0.280057749,-0.21489986,,,
2.343210096,5.264542806,0.85008886,-0.466459105,,,
-6.411041714,-5.880184767,-6.212670988,0.26970049,,,
-2.81861876,-2.331987884,-1.654145569,-0.022979656,,,
0.014286669,-0.425695789,-0.166743532,0.97573745,,,
0.716127872,0.170656322,-1.387859554,0.95391654,,,
-1.936343041,-3.968368413,-1.142202682,0.503183615,,,
-0.928335721,-0.67527163,-0.593528824,0.232163911,,,
-1.484728745,-1.018809332,-1.606325684,0.29000427,,,
1.327307769,3.965680124,0.781107602,-0.823531452,,,
-0.478534299,-2.08699745,-0.71675712,0.488912502,,,
-0.648198417,-1.061751826,-1.027506871,0.16229936,,,
0.414237833,1.455130276,-0.609216268,0.297966471,,,
-3.145395382,-3.896878585,-3.146325631,-0.178030399,,,
-0.101352705,0.810904294,-1.352553173,0.815367969,,,
-1.969177231,-2.760356925,-0.633210503,-0.280955339,,,
-1.559243996,-1.74030241,-1.02881211,-0.029651163,,,
-2.217648883,-2.280630993,0.12942383,-0.631114258,,,
2.299925458,3.283919463,-0.053829904,-0.054490298,,,
0.553223902,1.623443512,-1.142835505,0.162450895,,,
-1.651185194,-2.764005186,-2.325680516,0.944346315,,,
0.310503547,1.561317002,-0.479800036,0.492503613,,,
0.072464033,1.733563942,-1.27867861,0.537211578,,,
-2.967908137,-3.243588397,-1.349338138,-0.170420752,,,
1.221468284,2.996870404,-0.959778661,0.572035476,,,
2.43058407,3.287821137,-0.018519668,0.172368936,,,
-2.417294702,-1.667215547,-3.105826129,0.570378838,,,
-0.26764409,1.093017267,-1.299844785,0.041435401,,,
-3.328173226,-3.060242183,-1.823629362,-0.092305583,,,
-0.228055623,-0.888441862,0.626140897,-0.30515939,,,
-1.964474947,-3.801436666,-0.66878295,-0.528412635,,,
-2.6896267,-4.104370528,-1.031938371,0.439668803,,,
0.747428438,2.157531194,-0.0176867,-0.319930768,,,
-1.286294169,-0.229749313,-1.609403624,-0.128269095,,,
-2.113740428,-4.018595491,-0.513248199,0.307723394,,,
-1.697859119,-1.938101984,-2.020114989,0.600710741,,,
-2.055787787,-4.564569715,0.3139993,0.121999155,,,
-6.359216739,-7.200554572,-5.401794721,-0.345520705,,,
-3.822849734,-6.029821976,-0.590788007,-0.447341634,,,
-2.204146417,-2.69082385,-2.360240725,0.098887583,,,
-1.028879091,-1.680703569,-0.384374504,-0.128293157,,,
1.623788982,2.205845314,-0.295134497,0.573493786,,,
-2.352687864,-2.957713535,-0.195939002,-0.257331439,,,
-0.889998852,-0.159746625,-1.793525698,0.582851053,,,
-1.982744775,-0.896515882,-2.755338164,0.280215973,,,
-1.528487682,-1.523116087,-0.985200891,-0.520157097,,,
1.317547436,1.711080057,-0.224211245,0.266191851,,,
0.399139019,0.788057541,0.040494086,-0.707488589,,,
-0.151459074,-1.376799933,-0.248375037,0.785894544,,,
0.174705272,1.699627631,-1.095155965,-0.942641586,,,
-2.233741807,-5.069508662,0.939394175,-0.465831065,,,
-1.029547667,-0.191327981,-1.187399228,0.203454944,,,
-2.501674647,-3.429494422,-2.193861889,-0.105561098,,,
-1.573589278,-2.22183452,-0.878504227,-0.954555513,,,
-2.987415091,-3.887458254,-3.009878532,-0.390627749,,,
-1.797034599,-2.563517524,-1.541136362,0.48154456,,,
1.437257573,2.644351828,0.426657263,0.353943997,,,
0.680377874,2.166837003,-0.070150916,0.170866848,,,
-1.018331808,-1.364546162,-2.683502969,0.854048492,,,
-0.08884234,0.294186426,-1.271577969,-0.437734564,,,
-2.829652097,-2.647650051,-2.332261644,0.082503027,,,
1.001598064,2.416470999,-0.843877358,-0.432264691,,,
-0.676013894,-0.949995071,0.281024638,0.186674533,,,
1.584759413,2.442987637,0.65323477,-0.488434202,,,
1.247901453,2.138832348,-0.630732662,-0.074831862,,,
-1.494024694,-1.405877447,-1.485537674,0.511959767,,,
-2.592623323,-4.053526415,-1.025412303,-0.674845303,,,
-0.791730928,-3.052012732,0.159647284,0.492690596,,,
-2.160309363,-3.714871901,0.074850504,-0.164310388,,,
-2.539029647,-3.923777691,-0.838974503,-0.557370881,,,
-1.095220532,-0.359796623,-0.782787194,-0.571278955,,,
0.143094646,1.884163307,-0.09726209,-0.393852176,,,
-0.298530482,-1.980487562,-0.261828472,0.715199171,,,
1.570250164,2.669209074,0.26970572,-0.313677224,,,
-1.898874845,-4.296100812,-0.671050374,-0.23041025,,,
-0.19691306,2.090237238,-0.384778352,-0.968757973,,,
-2.010462479,-2.397687637,-0.407802159,0.275952116,,,
-2.256891604,-2.394706186,-1.526420134,-0.251662374,,,
-4.68701046,-3.968795136,-3.162581191,-0.984186757,,,
1.250871742,2.481546612,-0.965358177,0.791160387,,,
-3.440839524,-3.687731389,-2.557680731,-0.865463044,,,
0.250796956,1.640251282,-0.112196888,0.443357007,,,
-1.956776041,-1.613176966,-1.713416313,-0.29165431,,,
-0.389407926,0.141906983,-0.841767071,-0.032053106,,,
-1.617067744,-4.029913711,-0.314770963,-0.508154987,,,
-2.979432817,-5.487247608,-0.164254733,-0.576227363,,,
-0.623977935,-2.895557529,-0.378907694,0.972019588,,,
-1.774393556,-1.478923317,-1.277016086,0.332714518,,,
1.490640158,4.349196967,-0.104032221,0.576915188,,,
2.36422355,3.599148331,0.236119851,0.339407589,,,
-1.755311078,-0.845267892,-2.596632069,0.9024597,,,
1.457281238,2.613012823,-0.604914114,0.978248726,,,
-0.770064407,-0.764903548,-2.302681191,0.823899398,,,
-3.845282003,-3.188321543,-3.012312248,0.411632103,,,
-1.695382861,-1.086649504,-1.654459896,0.789897652,,,
-0.558552054,-0.482688312,-0.591251871,0.011379145,,,
3.222644289,5.205232371,0.42044593,0.763628496,,,
-2.721017439,-4.952919062,-1.079058718,-0.505276057,,,
-1.319629804,-1.54333775,-0.424936607,0.151403385,,,
-3.703636904,-5.651169489,-0.888891254,-0.623856837,,,
0.881102421,3.08760798,-0.009342173,-0.080284081,,,
-2.50498587,-3.145879892,-1.098867849,0.428921701,,,
-4.82883484,-5.131454513,-3.621082892,-0.432400817,,,
-0.961497372,-1.646701707,-0.103336983,0.794961486,,,
-2.11047107,-2.008995225,-1.235204121,-0.811626463,,,
-2.060180184,-1.761093006,-1.649991784,-0.290227233,,,
-1.723753204,-1.908955459,-1.328634356,0.858909008,,,
0.877723512,1.807450313,-1.389062743,0.172402236,,,
-0.984795397,-0.554920229,-1.736766951,0.588850887,,,
-0.905988483,-0.021171799,-0.718147845,-0.555625592,,,
-0.271289879,-0.801822394,-1.638699409,0.64593619,,,
-3.671853129,-4.805933646,-0.485079686,-0.803903694,,,
-2.449781978,-3.914767569,-0.14879253,-0.932175912,,,
-1.706589854,-1.730950805,-2.286971543,-0.585381673,,,
1.200362297,2.015609387,-1.021533873,-0.159869235,,,
-1.069131088,-1.429143791,-1.957883876,0.057088086,,,
-0.463209794,-1.004462288,-0.920564136,-0.160600698,,,
-0.765649187,-1.601450074,-1.491091719,0.991204585,,,
-2.54903913,-2.914748078,-2.397429694,0.552061077,,,
0.060502302,1.113744065,-1.095203536,0.42965771,,,
-2.282309382,-2.929767742,-0.90621149,0.320915577,,,
-0.966306284,-0.019083926,-1.911343383,0.724170601,,,
-1.089896578,-2.616167989,0.190806905,0.567594784,,,
-1.874835138,-2.844775172,-1.136045387,0.602502877,,,
-0.994254702,-2.244071476,-0.927140553,0.992060761,,,
-2.012025947,-3.124507679,-0.578884076,0.174753051,,,
2.766418481,3.859527311,0.584688025,-0.37601853,,,
-0.850232417,-1.22266169,-2.071569408,0.245443282,,,
-0.539575336,0.382146066,-0.27821677,-0.188114192,,,
-0.511483985,0.488872265,-0.836517276,0.318765421,,,
-1.457204626,-2.467273373,-1.815925791,0.812190075,,,
1.4882484,1.794899155,0.065547712,0.750246186,,,
0.547046268,-1.594971679,0.6193931,0.866800732,,,
0.140220157,1.443372465,-1.283948604,0.693121214,,,
-0.959692075,0.571216011,-2.006422772,0.825193697,,,
-3.144062633,-4.694085796,-1.0145967,0.618886481,,,
-2.690117044,-3.378928035,-0.918979346,0.446166885,,,
1.021344368,2.095367898,-1.294049986,0.896043404,,,
-1.203218243,-2.512240882,-0.667979657,-0.193943117,,,
1.247533306,1.734482434,-1.167811681,0.815266098,,,
0.174700913,-0.229166975,-0.592076695,-0.457518315,,,
-2.742205385,-3.369244424,-1.746938201,0.535227206,,,
-0.671394934,-1.968011567,-0.067109924,-0.065531431,,,
-1.106357658,-1.710056946,0.309777488,-0.379856685,,,
-3.588904388,-4.49930041,-2.507004931,0.033133106,,,
-2.841627042,-3.367919125,-2.589914198,-0.569069112,,,
